stock_number,make,model,sale_date,delivery_date,year,new,image,price,car_and_driver_hyperlink,dealership_number
530,Isuzu,Stylus,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,41775.65,,2
531,Toyota,Tercel,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,31292.13,,15
532,Ford,LTD Crown Victoria,0000-00-00 00:00:00,0000-00-00 00:00:00,1988,0,,39392.36,,18
533,Volkswagen,Fox,0000-00-00 00:00:00,0000-00-00 00:00:00,1990,1,,92615.44,,14
534,BMW,5 Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,57374.49,,16
535,Mercury,Topaz,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,27788.34,,15
536,Rolls-Royce,Phantom,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,80114.04,,13
537,Mitsubishi,Pajero,0000-00-00 00:00:00,0000-00-00 00:00:00,1990,1,,98379.37,,15
538,Audi,Cabriolet,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,1,,81755.74,,17
539,Volvo,940,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,15083.89,,4
540,Hyundai,Accent,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,16002.1,,17
541,Mercury,Marquis,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,1,,94497.7,,2
542,Toyota,Tacoma,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,94978.83,,19
543,Oldsmobile,Silhouette,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,57879.79,,19
544,BMW,Z4,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,1,,76568.9,,16
545,Mercedes-Benz,GL-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,62124.28,,3
546,Dodge,Avenger,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,1,,56285.58,,9
547,BMW,X3,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,32807.5,,3
548,Mercedes-Benz,SL-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,1986,0,,13281.19,,4
549,Oldsmobile,Silhouette,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,11108.26,,4
550,Maserati,Spyder,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,46403.08,,7
551,Volvo,S80,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,93524.2,,6
552,Honda,Pilot,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,1,,34812.15,,12
553,Kia,Sportage,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,95909.15,,11
554,Dodge,Viper RT/10,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,16245.21,,3
555,GMC,Yukon XL 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,9796.72,,3
556,Toyota,T100,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,58600.38,,15
557,Volkswagen,Golf,0000-00-00 00:00:00,0000-00-00 00:00:00,1989,0,,5876.32,,8
558,Mazda,Protege,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,4437.59,,10
559,Bentley,Mulsanne,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,53414.36,,12
560,Mercury,Grand Marquis,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,1,,68576.49,,8
561,Honda,Pilot,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,3469.68,,12
562,Dodge,Ram 50,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,97671.1,,11
563,Ford,Probe,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,82600.95,,14
564,Mercedes-Benz,GL-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,56841.19,,14
565,Mitsubishi,Challenger,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,50027.47,,2
566,Dodge,Grand Caravan,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,58017.64,,14
567,Chevrolet,Suburban 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,1,,58649.64,,15
568,Ford,F250,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,92939.62,,13
569,Acura,CL,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,1,,54030.76,,17
570,Volkswagen,GTI,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,17437.51,,6
571,Daewoo,Leganza,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,1,,57631.61,,6
572,Pontiac,6000,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,1,,88605.55,,7
573,Chevrolet,Camaro,0000-00-00 00:00:00,0000-00-00 00:00:00,1970,0,,62467.41,,19
574,Pontiac,Firebird,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,32542.63,,3
575,GMC,Sierra 3500,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,41452.97,,15
576,Toyota,TundraMax,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,62936.9,,4
577,Mazda,Tribute,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,89065.98,,18
578,Suzuki,Swift,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,0,,22247.57,,9
579,Ford,Aspire,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,32304.07,,2
580,Audi,A8,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,16270.74,,2
581,Mercury,Cougar,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,0,,52249.2,,16
582,Ford,F350,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,0,,92987.14,,19
583,Plymouth,Colt Vista,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,82508.44,,6
584,Acura,TSX,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,0,,92866.57,,1
585,Buick,Coachbuilder,0000-00-00 00:00:00,0000-00-00 00:00:00,1990,0,,66379.43,,16
586,Ford,Crown Victoria,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,0,,40622.32,,20
587,Honda,Passport,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,90016.46,,13
588,Audi,Q7,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,48283.7,,1
589,GMC,Sonoma,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,0,,51330.98,,11
590,Ford,Explorer,0000-00-00 00:00:00,0000-00-00 00:00:00,2013,1,,33129.61,,1
591,Toyota,Celica,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,74426.18,,19
592,Hyundai,Tiburon,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,0,,85299.62,,2
593,Volvo,S60,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,76047.91,,17
594,Ford,Club Wagon,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,86154.15,,9
595,Volvo,XC90,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,73917.98,,19
596,Mazda,MX-5,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,85828.12,,4
597,Acura,Vigor,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,94051.81,,9
598,Hyundai,Tiburon,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,1,,71344.1,,14
599,Chevrolet,Caprice,0000-00-00 00:00:00,0000-00-00 00:00:00,1991,0,,51898.06,,9
600,Lamborghini,Diablo,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,1,,48563.76,,2
601,Mitsubishi,Cordia,0000-00-00 00:00:00,0000-00-00 00:00:00,1986,1,,19393.45,,18
602,Toyota,Sienna,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,5519.02,,5
603,Ferrari,599 GTB Fiorano,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,9630.97,,20
604,Mazda,626,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,14611.58,,12
605,Mitsubishi,Cordia,0000-00-00 00:00:00,0000-00-00 00:00:00,1985,1,,97686.95,,20
606,Toyota,Highlander,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,4411.1,,11
607,Honda,Pilot,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,55865.61,,8
608,Mazda,Navajo,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,6665.21,,16
609,Chevrolet,Corvette,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,77866.04,,15
610,Audi,A6,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,10619.29,,14
611,Oldsmobile,98,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,1,,55106.9,,8
612,Audi,riolet,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,59458.4,,2
613,Volkswagen,rio,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,0,,38145.74,,11
614,Cadillac,Escalade ESV,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,45204.56,,8
615,Dodge,Viper RT/10,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,75101.54,,14
616,Ford,E350,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,36124.72,,7
617,Ford,E250,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,98004.9,,16
618,Toyota,FJ Cruiser,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,33698.25,,8
619,Mercedes-Benz,CLK-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,9591.95,,3
620,Mazda,Miata MX-5,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,52887.41,,13
621,Buick,Coachbuilder,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,73080.6,,11
622,Ford,Escape,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,93170.64,,4
623,Chevrolet,Express 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,89827.21,,4
624,Pontiac,Sunbird,0000-00-00 00:00:00,0000-00-00 00:00:00,1983,1,,83558.46,,2
625,Jaguar,XF,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,97704.94,,15
626,Hyundai,Elantra,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,46204.7,,18
627,Ford,LTD Crown Victoria,0000-00-00 00:00:00,0000-00-00 00:00:00,1985,1,,22701.83,,16
628,Plymouth,Fury,0000-00-00 00:00:00,0000-00-00 00:00:00,1964,1,,30615.73,,12
629,Lincoln,Town Car,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,0,,14454.98,,11
630,Volkswagen,Rabbit,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,42675.12,,15
631,Oldsmobile,Cutlass Supreme,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,26997.73,,14
632,Ford,LTD Crown Victoria,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,1,,9890.27,,19
633,Infiniti,G,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,70247.13,,11
634,Mazda,B-Series Plus,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,24526.6,,5
635,Ford,Explorer Sport Trac,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,13619.75,,20
636,Chevrolet,Astro,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,35691.77,,4
637,Jensen,Interceptor,0000-00-00 00:00:00,0000-00-00 00:00:00,1967,1,,9941.35,,3
638,Hyundai,Elantra,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,62389.73,,1
639,Ford,Focus,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,19171.15,,15
640,Mercury,Cougar,0000-00-00 00:00:00,0000-00-00 00:00:00,1991,1,,64882.9,,18
641,Chevrolet,Silverado 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,78432.35,,3
642,Chevrolet,TrailBlazer,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,59513.99,,2
643,BMW,550,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,89326.11,,2
644,Mitsubishi,Raider,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,21170.46,,2
645,Toyota,Camry,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,4323.28,,9
646,Pontiac,Bonneville,0000-00-00 00:00:00,0000-00-00 00:00:00,1965,1,,61514.22,,15
647,Chrysler,Cirrus,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,0,,34091.69,,13
648,Oldsmobile,Ciera,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,29044.53,,17
649,Mitsubishi,Pajero,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,1,,87656.17,,13
650,Honda,Accord Crosstour,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,30514.76,,3
651,Toyota,Camry Hybrid,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,38191.06,,2
652,GMC,Vandura 2500,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,89880.09,,9
653,GMC,2500 Club Coupe,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,11605.24,,3
654,Buick,Skyhawk,0000-00-00 00:00:00,0000-00-00 00:00:00,1986,0,,26635.76,,9
655,Saturn,L-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,13894.47,,14
656,GMC,Sierra 2500,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,0,,19934.35,,20
657,Dodge,Dakota Club,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,0,,53644.0,,3
658,Mercedes-Benz,600SEC,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,53701.59,,7
659,Subaru,SVX,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,51662.21,,13
660,Suzuki,XL-7,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,27026.38,,1
661,Mercury,Villager,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,60377.53,,4
662,GMC,3500 Club Coupe,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,9838.46,,15
663,Lincoln,Town Car,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,1,,11867.48,,16
664,Mercury,Sable,0000-00-00 00:00:00,0000-00-00 00:00:00,1990,0,,16039.2,,5
665,Mitsubishi,Montero Sport,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,0,,22095.84,,16
666,Audi,80,0000-00-00 00:00:00,0000-00-00 00:00:00,1991,1,,92124.45,,11
667,Ford,Focus,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,8680.64,,12
668,Cadillac,SRX,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,1,,55796.44,,4
669,Subaru,Impreza,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,41362.8,,20
670,MINI,Clubman,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,57804.3,,3
671,Mitsubishi,Diamante,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,0,,8413.03,,11
672,Mercedes-Benz,SL-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,1988,0,,94883.45,,13
673,Dodge,Sprinter,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,90124.05,,8
674,Volkswagen,Jetta,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,43509.4,,3
675,Hyundai,Tiburon,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,7168.87,,18
676,Mercedes-Benz,E-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,12242.74,,20
677,Lincoln,Navigator,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,35724.54,,10
678,Ford,Explorer Sport Trac,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,59295.54,,14
679,Mazda,Mazda5,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,37501.05,,1
680,Ford,Expedition,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,0,,4770.33,,6
681,Ford,Explorer,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,7939.25,,18
682,Chevrolet,G-Series 2500,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,0,,58012.38,,4
683,Geo,Tracker,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,69116.9,,5
684,Chevrolet,Monte Carlo,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,76094.13,,1
685,GMC,Acadia,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,27719.89,,7
686,Volkswagen,Fox,0000-00-00 00:00:00,0000-00-00 00:00:00,1991,0,,94782.0,,12
687,Nissan,Pathfinder,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,1,,62459.08,,18
688,Toyota,Camry Hybrid,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,71969.06,,11
689,Lincoln,Navigator,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,61516.62,,13
690,Infiniti,I,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,87719.38,,13
691,Ford,F-Series Super Duty,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,37190.77,,15
692,Honda,CR-V,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,1,,76001.87,,7
693,GMC,Savana 2500,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,37884.45,,19
694,Ford,Crown Victoria,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,84022.65,,20
695,Suzuki,SX4,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,55793.07,,4
696,Chevrolet,Corvette,0000-00-00 00:00:00,0000-00-00 00:00:00,1960,1,,81713.72,,19
697,Buick,Regal,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,57110.29,,8
698,Ford,E-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,1987,0,,10340.9,,4
699,Volkswagen,Phaeton,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,84127.9,,17
700,Saturn,Relay,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,12799.96,,5
701,Mercury,Tracer,0000-00-00 00:00:00,0000-00-00 00:00:00,1989,0,,99310.37,,12
702,Saturn,VUE,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,55048.19,,6
703,Mitsubishi,Challenger,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,81085.09,,8
704,Mercury,Sable,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,15116.76,,11
705,Mazda,626,0000-00-00 00:00:00,0000-00-00 00:00:00,1983,1,,48604.54,,19
706,Aston Martin,DBS,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,97729.28,,3
707,Mazda,MX-5,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,0,,72736.09,,14
708,Honda,Ridgeline,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,11854.98,,1
709,Ford,Thunderbird,0000-00-00 00:00:00,0000-00-00 00:00:00,1989,1,,70201.06,,9
710,Mazda,B-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,1988,0,,7269.68,,2
711,Dodge,Dakota,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,50166.0,,9
712,Kia,Amanti,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,77735.73,,3
713,Chevrolet,Camaro,0000-00-00 00:00:00,0000-00-00 00:00:00,1968,1,,15991.97,,6
714,Mitsubishi,Outlander,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,60420.9,,3
715,Chrysler,300,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,52271.38,,4
716,Maserati,GranSport,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,36339.63,,4
717,Lincoln,Town Car,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,13187.16,,10
718,Jaguar,XK Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,62971.37,,20
719,Jeep,Liberty,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,44048.07,,6
720,Chevrolet,Malibu Maxx,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,42529.23,,19
721,Mercedes-Benz,S-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,90378.81,,8
722,Mercedes-Benz,SL-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,0,,13827.11,,6
723,Chevrolet,3500,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,30499.91,,19
724,Land Rover,LR2,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,48492.23,,2
725,Saturn,VUE,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,33223.2,,19
726,GMC,Vandura G1500,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,97979.86,,16
727,Saturn,VUE,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,79112.88,,5
728,GMC,2500 Club Coupe,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,98960.15,,2
729,Ford,E-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,88469.8,,9
730,Cadillac,SRX,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,2006.25,,6
731,Mercedes-Benz,SLK-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,1,,20768.01,,17
732,Buick,Regal,0000-00-00 00:00:00,0000-00-00 00:00:00,1989,0,,21347.55,,12
733,Hyundai,Sonata,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,60871.79,,10
734,Pontiac,Grand Prix,0000-00-00 00:00:00,0000-00-00 00:00:00,1974,1,,42117.03,,20
735,Lexus,SC,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,16995.88,,12
736,Mitsubishi,Chariot,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,27189.16,,2
737,Subaru,Outback,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,68193.63,,11
738,Suzuki,Sidekick,0000-00-00 00:00:00,0000-00-00 00:00:00,1991,0,,69737.7,,19
739,Buick,Roadmaster,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,15825.33,,9
740,Infiniti,I,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,26809.83,,19
741,Mercury,Cougar,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,86635.62,,11
742,BMW,M6,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,5578.76,,10
743,Cadillac,CTS,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,67860.08,,19
744,Oldsmobile,Alero,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,15574.08,,7
745,Ferrari,599 GTB Fiorano,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,44696.56,,3
746,Jaguar,XK,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,51551.94,,4
747,Chevrolet,Corvette,0000-00-00 00:00:00,0000-00-00 00:00:00,1966,0,,51879.39,,15
748,Infiniti,J,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,80114.37,,12
749,Hyundai,Tiburon,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,76116.7,,6
750,Geo,Tracker,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,26212.85,,20
751,Acura,MDX,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,32712.51,,6
752,Mitsubishi,Diamante,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,1,,15748.1,,17
753,Dodge,Caravan,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,33017.41,,5
754,Scion,tC,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,45408.15,,5
755,Ford,Explorer,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,31395.38,,5
756,Ford,F350,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,0,,24173.74,,3
757,Chrysler,Crossfire,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,14049.16,,19
758,Chevrolet,2500,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,53650.37,,1
759,Honda,Element,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,29134.39,,12
760,Volkswagen,Jetta,0000-00-00 00:00:00,0000-00-00 00:00:00,1989,1,,40725.15,,19
761,Tesla,Roadster,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,63460.96,,4
762,GMC,2500,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,1,,67081.39,,1
763,Mitsubishi,Truck,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,94814.26,,4
764,Acura,TL,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,94043.41,,9
765,GMC,Sierra 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,15157.69,,7
766,GMC,Acadia,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,30522.09,,16
767,Dodge,Dakota Club,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,87111.62,,13
768,Dodge,Stratus,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,40551.38,,8
769,Jaguar,X-Type,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,0,,66680.89,,15
770,Volvo,S40,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,0,,73612.36,,17
771,Mitsubishi,Precis,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,90287.17,,8
772,Volkswagen,Jetta,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,4486.78,,8
773,Pontiac,Tempest,0000-00-00 00:00:00,0000-00-00 00:00:00,1961,1,,73195.54,,19
774,Toyota,Xtra,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,99575.99,,1
775,Buick,Century,0000-00-00 00:00:00,0000-00-00 00:00:00,1987,1,,58444.91,,15
776,Dodge,Ram 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,0,,41218.42,,9
777,Chevrolet,Suburban 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,54783.56,,6
778,Hyundai,Elantra,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,0,,27316.17,,7
779,Porsche,911,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,44630.87,,16
780,Hyundai,Elantra,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,30673.56,,1
781,Honda,Prelude,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,1,,21798.77,,5
782,Fillmore,Fillmore,0000-00-00 00:00:00,0000-00-00 00:00:00,1960,0,,30412.74,,11
783,Hyundai,Accent,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,0,,89838.22,,15
784,Hyundai,Elantra,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,63083.93,,6
785,Hyundai,Tiburon,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,1,,39026.24,,19
786,Mitsubishi,Mirage,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,0,,73743.78,,3
787,Aston Martin,V12 Vantage,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,47158.4,,17
788,GMC,Sonoma,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,5837.14,,13
789,Volkswagen,GTI,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,78246.64,,4
790,Maserati,Quattroporte,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,94584.84,,14
791,Subaru,Impreza,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,55649.66,,3
792,Chevrolet,Lumina,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,2513.48,,11
